V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,Q1,Q2,Q13,Q3,Q12,Q4,Q10,Q6_1,Q6_2,Q6_3,Q6_3_TEXT,Q6_4,Q5_1,Q5_2,Q5_3,Q5_3_TEXT,Q5_5,Q5_8,LocationLatitude,LocationLongitude,LocationAccuracy,
R_AB8pkBTzJ5zkj5v,Default Response Set,Anonymous,,,107.2.100.115,0,2016-07-22 15:15:20,2016-07-22 15:18:27,1,1,382,3,1,2,1,,,,1,"Although / there was some variability in animal body weights, there were / no statistical differences among the weights of any of the / groups before HLS.",,,1,,,,,44.97590637207,-93.216598510742,-1,
R_1gMvnOTLOsVSFbx,Default Response Set,Anonymous,,,107.2.100.115,0,2016-07-22 15:18:28,2016-07-22 15:21:50,1,1,383,3,1,1,1,,,,1,"The CON and EX groups / were well matched at baseline, with no difference in maternal / age, gestational age, gravidity, parity, body mass, or / BMI (P 9 0.05; Table 1).",,,1,,,,,44.97590637207,-93.216598510742,-1,
R_eKjf1Nj5sLgGM13,Default Response Set,Anonymous,,,107.2.100.115,0,2016-07-22 15:26:52,2016-07-22 15:29:28,1,1,390,3,1,2,1,,,1,,,,,1,,,,,44.97590637207,-93.216598510742,-1,
R_1LtelaQ8R11tUl5,Default Response Set,Anonymous,,,107.2.100.115,0,2016-07-22 15:29:29,2016-07-22 15:33:35,1,1,391,3,1,1,1,,,1,,,,,1,,,,,44.97590637207,-93.216598510742,-1,
R_3rI08Q7daUvHsKn,Default Response Set,Anonymous,,,107.2.100.115,0,2016-07-22 15:33:37,2016-07-22 15:37:05,1,1,392,3,5,1,2,,,,,,,,,,,,,44.97590637207,-93.216598510742,-1,
R_CmebEB2h02PNqgx,Default Response Set,Anonymous,,,107.2.100.115,0,2016-07-22 15:37:06,2016-07-22 15:38:24,1,1,393,3,1,1,1,,,,,,,1,,,,,,44.97590637207,-93.216598510742,-1,
R_2EyE8PE2JFVHkUA,Default Response Set,Anonymous,,,107.2.100.115,0,2016-07-22 15:45:37,2016-07-22 15:49:05,1,1,397,3,5,2,1,,,,,,,,,,,,,44.97590637207,-93.216598510742,-1,
R_2V8UmWAjzjZD40T,Default Response Set,Anonymous,,,107.2.100.115,0,2016-07-22 16:08:45,2016-07-22 16:13:13,1,1,401,3,1,1,1,,,,,,,1,,,,,,44.97590637207,-93.216598510742,-1,
R_1InI4qYRDKfhuhU,Default Response Set,Anonymous,,,107.2.100.115,0,2016-07-22 16:13:14,2016-07-22 16:16:40,1,1,402,3,5,1,2,,,,,,,,,,,,,44.97590637207,-93.216598510742,-1,
R_1geG3TZIbOyNDzB,Default Response Set,Anonymous,,,107.2.100.115,0,2016-07-22 16:16:41,2016-07-22 16:17:47,1,1,403,3,1,7,1,,,,1,"In Table 1, maternal characteristics at the beginning of / the study are presented. No significant differences between / groups were found.",,,1,,,,,44.97590637207,-93.216598510742,-1,
R_eG8OzkuWHPsFOrD,Default Response Set,Anonymous,,,107.2.100.115,0,2016-07-22 16:21:42,2016-07-22 16:25:45,1,1,405,3,3,5,2,,,1,,,,,,,,,,44.97590637207,-93.216598510742,-1,
R_exMgtKNVPSVc9mF,Default Response Set,Anonymous,,,107.2.100.115,0,2016-07-22 16:27:37,2016-07-22 16:30:16,1,1,409,3,3,2,2,,,1,,,,,,,,,,44.97590637207,-93.216598510742,-1,
R_0jk08JN5cJ54Jzj,Default Response Set,Anonymous,,,107.2.100.115,0,2016-07-22 16:30:16,2016-07-22 16:33:01,1,1,413,3,1,1,2,,,,1,Baseline characteristics between the groups were compared / using independent-sample t-tests and analyzed only / for the participants who completed all testing sessions.,,,,,,,,44.97590637207,-93.216598510742,-1,
R_1r7Idy68Bgq6Inv,Default Response Set,Anonymous,,,107.2.100.115,0,2016-07-22 16:33:02,2016-07-22 16:34:17,1,1,414,3,1,6,1,,,,,,,1,,,,,,44.97590637207,-93.216598510742,-1,
R_305XvrYUzq29S2Y,Default Response Set,Anonymous,,,107.2.100.115,0,2016-07-22 16:34:19,2016-07-22 16:35:26,1,1,415,3,1,3,1,,,,,,,1,,,,,,44.97590637207,-93.216598510742,-1,
R_3RmVijNA5o6D6pE,Default Response Set,Anonymous,,,107.2.100.115,0,2016-07-22 16:35:27,2016-07-22 16:37:20,1,1,417,3,5,1,2,,,,,,,,,,,,,44.97590637207,-93.216598510742,-1,
R_88KtRkkmC8hQB7r,Default Response Set,Anonymous,,,107.2.100.115,0,2016-07-22 16:37:21,2016-07-22 16:40:02,1,1,418,3,5,1,2,,,,,,,,,,,,,44.97590637207,-93.216598510742,-1,
R_ZIvugNBSKksIFCp,Default Response Set,Anonymous,,,107.2.100.115,0,2016-07-22 16:40:03,2016-07-22 16:42:50,1,1,419,3,3,7,1,,,1,,,,,1,,,,,44.97590637207,-93.216598510742,-1,
R_3PXLoSZ679f2VrI,Default Response Set,Anonymous,,,107.2.100.115,0,2016-07-22 16:42:52,2016-07-22 16:44:06,1,1,421,3,5,1,2,,,,,,,,,,,,,44.97590637207,-93.216598510742,-1,
R_3p8U8chrwMenEE9,Default Response Set,Anonymous,,,107.2.100.115,0,2016-07-22 16:44:07,2016-07-22 16:44:58,1,1,422,3,1,1,1,,,,,,,1,,,,,,44.97590637207,-93.216598510742,-1,
R_1FENBaRclH27Riy,Default Response Set,Anonymous,,,107.2.100.115,0,2016-07-22 20:58:41,2016-07-22 21:00:22,1,1,423,3,1,1,1,,,,,,,,,,,1,,44.97590637207,-93.216598510742,-1,
R_27wEoSHWHiPfPlF,Default Response Set,Anonymous,,,107.2.100.115,0,2016-07-22 21:00:23,2016-07-22 21:04:37,1,1,425,3,1,3,1,,,1,,,,,1,,,,,44.97590637207,-93.216598510742,-1,
R_1jqSWDKjdMii8i3,Default Response Set,Anonymous,,,107.2.100.115,0,2016-07-22 21:06:31,2016-07-22 21:09:20,1,1,432,3,1,7,2,,,1,,,,,,,,,,44.97590637207,-93.216598510742,-1,
R_2wL8p2XzIY8I09u,Default Response Set,Anonymous,,,107.2.100.115,0,2016-07-22 21:09:21,2016-07-22 21:10:04,1,1,436,3,1,2,1,,,,,,,1,,,,,,44.97590637207,-93.216598510742,-1,
R_rj3ABVtQjCshRCh,Default Response Set,Anonymous,,,107.2.100.115,0,2016-07-22 21:10:05,2016-07-22 21:16:13,1,1,438,3,5,1,2,,,,,,,,,,,,,44.97590637207,-93.216598510742,-1,
R_1MSCNUUZzug8T2L,Default Response Set,Anonymous,,,107.2.100.115,0,2016-07-22 21:16:14,2016-07-22 21:28:53,1,1,439,3,5,3,2,,,,,,,,,,,,,44.97590637207,-93.216598510742,-1,
R_1dmgy4efBT14gJ3,Default Response Set,Anonymous,,,107.2.100.115,0,2016-07-22 21:28:54,2016-07-22 21:31:30,1,1,440,3,1,2,1,,,,,,,1,,,,,,44.97590637207,-93.216598510742,-1,
R_sohtoTpW9prXnJn,Default Response Set,Anonymous,,,107.2.100.115,0,2016-07-22 21:32:10,2016-07-22 21:33:42,1,1,441,3,5,1,2,,,,,,,,,,,,,44.97590637207,-93.216598510742,-1,
R_2CHY48p5hKVtvqt,Default Response Set,Anonymous,,,107.2.100.115,0,2016-07-22 21:33:43,2016-07-22 21:36:08,1,1,442,3,1,1,1,,,,1,There were no significant differences in subject characteristics / at baseline between groups (Table 1).,,,1,,,,,44.97590637207,-93.216598510742,-1,
R_28IgmdV8vP6I9o8,Default Response Set,Anonymous,,,107.2.100.115,0,2016-07-22 21:36:09,2016-07-22 21:37:51,1,1,444,3,1,4,1,,,1,,,,,1,,,,,44.97590637207,-93.216598510742,-1,
R_3LYCEUw6fBWXqBC,Default Response Set,Anonymous,,,107.2.100.115,0,2016-07-22 21:37:52,2016-07-22 21:40:59,1,1,445,3,1,3,1,,,,,,,1,,,,,,44.97590637207,-93.216598510742,-1,
R_1q99jVACa6a8QZG,Default Response Set,Anonymous,,,107.2.100.115,0,2016-07-22 21:43:57,2016-07-22 21:44:40,1,1,448,3,1,7,1,,,,,,,1,,,,,,44.97590637207,-93.216598510742,-1,
R_33qFrKHUHC9ZwsW,Default Response Set,Anonymous,,,107.2.100.115,0,2016-07-22 21:44:41,2016-07-22 21:46:31,1,1,450,3,1,1,1,,,1,,,,,1,,,,,44.97590637207,-93.216598510742,-1,
R_3JLuyldZ1I1xXDW,Default Response Set,Anonymous,,,107.2.100.115,0,2016-07-22 21:46:32,2016-07-22 21:49:01,1,1,452,3,1,1,1,,,,1,Height and body / weight before intervention were not significantly different / between the interval training group (172.1 T 4.1 cm and / 73.1 T 16.3 kg) and control group (176.3 T 7.6 cm and 66.9 T / 13.8 kg).,,,1,,,,,44.97590637207,-93.216598510742,-1,
R_3HjBW1CBhzogL3a,Default Response Set,Anonymous,,,107.2.100.115,0,2016-07-22 21:57:23,2016-07-22 21:58:03,1,1,455,3,1,2,1,,,,,,,1,,,,,,44.97590637207,-93.216598510742,-1,
R_2ZUIqE8TXP8T0pW,Default Response Set,Anonymous,,,107.2.100.115,0,2016-07-22 21:58:04,2016-07-22 21:59:51,1,1,456,3,1,1,1,,,1,,,,,1,,,,,44.97590637207,-93.216598510742,-1,
R_3EieHxAq2IBMrcv,Default Response Set,Anonymous,,,107.2.100.115,0,2016-07-22 22:08:34,2016-07-22 22:11:55,1,1,458,3,1,1,1,,,1,,,,,1,,,,,44.97590637207,-93.216598510742,-1,
R_1FwxqXmwBlSFiZX,Default Response Set,Anonymous,,,107.2.100.115,0,2016-07-22 22:11:56,2016-07-22 22:14:34,1,1,459,3,1,1,1,,,1,,,,,1,,,,,44.97590637207,-93.216598510742,-1,
R_pQO9o6GLQ7vSTLP,Default Response Set,Anonymous,,,107.2.100.115,0,2016-07-22 22:14:35,2016-07-22 22:25:42,1,1,460,3,1,1,1,,,1,,,,,1,,,,,44.97590637207,-93.216598510742,-1,
R_TgSZEhG4gqzTL1v,Default Response Set,Anonymous,,,107.2.100.115,0,2016-07-22 22:28:55,2016-07-22 22:31:45,1,1,463,3,1,1,2,,,,1,The / energy intake (2059 T 183 vs 2069 T 184 kcal) and the / proportions of protein/carbohydrate/fat in the diet (26/60/ / 13 vs 26/60/13) were very similar between the caffeinated / energy drink trial and the placebo drink trial in the 24 h / before the experimental trials (P G 0.05).,,,,,,,,44.97590637207,-93.216598510742,-1,
R_Ail6AV2wjXvlOoh,Default Response Set,Anonymous,,,107.2.100.115,0,2016-07-22 22:31:47,2016-07-22 22:36:52,1,1,465,3,1,2,1,,,,,,,1,,,,,,44.97590637207,-93.216598510742,-1,
R_p6mTIJ1wsOEzK5X,Default Response Set,Anonymous,,,107.2.100.115,0,2016-07-22 22:36:53,2016-07-22 22:38:49,1,1,466,3,5,2,2,,,,,,,,,,,,,44.97590637207,-93.216598510742,-1,
R_1LI4Bq58hW8tV8x,Default Response Set,Anonymous,,,107.2.100.115,0,2016-07-23 13:29:24,2016-07-23 13:31:11,1,1,472,3,1,1,1,,,1,,,,,1,,,,,44.97590637207,-93.216598510742,-1,
R_3DkaPAquauzhzrf,Default Response Set,Anonymous,,,107.2.100.115,0,2016-07-23 13:39:15,2016-07-23 13:44:28,1,1,477,3,5,1,1,,,,,,,,,,,,,44.97590637207,-93.216598510742,-1,
R_TvYMBGX4SbjJNrr,Default Response Set,Anonymous,,,107.2.100.115,0,2016-07-23 13:44:28,2016-07-23 13:48:21,1,1,479,3,5,1,1,,,,,,,,,,,,,44.97590637207,-93.216598510742,-1,
R_0HTaNyqCxWrNpfz,Default Response Set,Anonymous,,,107.2.100.115,0,2016-07-23 13:48:22,2016-07-23 13:52:52,1,1,481,3,5,3,2,No passage of time.,,,,,,,,,,,,44.97590637207,-93.216598510742,-1,
R_1rNDYNreCIMIXLj,Default Response Set,Anonymous,,,107.2.100.115,0,2016-07-23 14:01:33,2016-07-23 14:03:33,1,1,484,3,5,1,2,,,,,,,,,,,,,44.97590637207,-93.216598510742,-1,
R_27UMLRhThuV8ESu,Default Response Set,Anonymous,,,107.2.100.115,0,2016-07-23 14:03:34,2016-07-23 14:06:55,1,1,485,3,5,1,1,,,,,,,,,,,,,44.97590637207,-93.216598510742,-1,
R_2cbdMhb1rSHNm3u,Default Response Set,Anonymous,,,107.2.100.115,0,2016-07-23 14:06:57,2016-07-23 14:12:46,1,1,486,3,5,1,2,,,,,,,,,,,,,44.97590637207,-93.216598510742,-1,
R_2qmh1tOOM0KL1nI,Default Response Set,Anonymous,,,107.2.100.115,0,2016-07-23 14:12:48,2016-07-23 14:13:43,1,1,487,3,1,2,1,,,,,,,1,,,,,,44.97590637207,-93.216598510742,-1,
R_2QGQSTP6YFQ9LN2,Default Response Set,Anonymous,,,107.2.100.115,0,2016-07-23 14:13:44,2016-07-23 14:17:38,1,1,488,3,5,2,2,,,,,,,,,,,,,44.97590637207,-93.216598510742,-1,
R_3oRaqN1zoQw1Hk1,Default Response Set,Anonymous,,,107.2.100.115,0,2016-07-23 14:17:39,2016-07-23 14:18:37,1,1,489,3,1,1,1,,,,,,,1,,,,,,44.97590637207,-93.216598510742,-1,
R_24vcdI1LRCiElOR,Default Response Set,Anonymous,,,107.2.100.115,0,2016-07-23 14:18:38,2016-07-23 14:19:48,1,1,490,3,1,2,1,,,,,,,1,,,,,,44.97590637207,-93.216598510742,-1,
R_2ZTWJ4zwcFZ5IAO,Default Response Set,Anonymous,,,107.2.100.115,0,2016-07-23 14:19:48,2016-07-23 14:21:22,1,1,491,3,1,2,1,,,,,,,1,,,,,,44.97590637207,-93.216598510742,-1,
R_21gQ87mve8PzsGb,Default Response Set,Anonymous,,,107.2.100.115,0,2016-07-23 14:21:23,2016-07-23 14:22:36,1,1,493,3,1,2,1,,,,,,,1,,,,,,44.97590637207,-93.216598510742,-1,
R_1FM5lhPpD2WUesx,Default Response Set,Anonymous,,,107.2.100.115,0,2016-07-23 14:22:37,2016-07-23 14:25:32,1,1,495,3,5,2,2,,,,,,,,,,,,,44.97590637207,-93.216598510742,-1,
R_A6u6ag0EzToaDM5,Default Response Set,Anonymous,,,107.2.100.115,0,2016-07-23 14:25:33,2016-07-23 14:29:55,1,1,496,3,1,2,1,,,,,,,1,,,,,,44.97590637207,-93.216598510742,-1,
R_czNExn8Lj2S2ew9,Default Response Set,Anonymous,,,107.2.100.115,0,2016-07-23 14:29:56,2016-07-23 14:38:19,1,1,497,3,1,1,1,,,1,,,,,1,,,,,44.97590637207,-93.216598510742,-1,
R_5vCcKNb0BTvbk09,Default Response Set,Anonymous,,,107.2.100.115,0,2016-07-23 14:50:32,2016-07-23 14:53:31,1,1,504,3,1,1,1,,,,1,There were no significant differences between ES and E / at pre-intervention except for body mass.,,,1,,,,,44.97590637207,-93.216598510742,-1,
R_2CDmA9jsYWHLgGg,Default Response Set,Anonymous,,,107.2.100.115,0,2016-07-23 14:53:32,2016-07-23 15:01:22,1,1,507,3,1,2,2,,,1,,,,,,,,,,44.97590637207,-93.216598510742,-1,
R_2YtaQVRXOCtOuTG,Default Response Set,Anonymous,,,107.2.100.115,0,2016-07-23 15:07:19,2016-07-23 15:16:43,1,1,510,3,5,1,1,,,,,,,,,,,,,44.97590637207,-93.216598510742,-1,
R_bIT0m6leDqWfwSl,Default Response Set,Anonymous,,,107.4.167.91,0,2016-07-24 08:38:39,2016-07-24 08:51:22,1,3,245,3,1,2,1,,,,,,,,,,,,1,44.804595947266,-93.137100219727,-1,
R_2SfCvCBLJ3QHPIs,Default Response Set,Anonymous,,,107.4.167.91,0,2016-07-24 08:52:45,2016-07-24 08:54:49,1,3,247,3,5,2,1,,,,,,,,,,,,,44.804595947266,-93.137100219727,-1,
R_tLkRWdIqJ9g3etb,Default Response Set,Anonymous,,,107.4.167.91,0,2016-07-24 08:54:50,2016-07-24 08:59:20,1,3,251,3,5,1,2,,,,,,,,,,,,,44.804595947266,-93.137100219727,-1,
R_2X0Pny4uXaFswKB,Default Response Set,Anonymous,,,107.4.167.91,0,2016-07-24 08:59:21,2016-07-24 09:00:54,1,3,252,3,1,1,1,,,1,,,,,1,,,,,44.804595947266,-93.137100219727,-1,
R_1mJVxHboNImrFAz,Default Response Set,Anonymous,,,107.4.167.91,0,2016-07-24 09:00:55,2016-07-24 09:02:19,1,3,253,3,2,5,1,,,,1,No sta- tistical significant differences in baseline characteristics were found between the intervention and control groups.,,,1,,,,,44.804595947266,-93.137100219727,-1,
R_3D0UkA7wy0AycEL,Default Response Set,Anonymous,,,107.4.167.91,0,2016-07-24 09:02:20,2016-07-24 09:03:56,1,3,254,3,1,2,2,,,1,,,,,,,,,,44.804595947266,-93.137100219727,-1,
R_3lQuKA6O6aI3sdw,Default Response Set,Anonymous,,,107.4.167.91,0,2016-07-24 09:03:57,2016-07-24 09:06:19,1,3,255,3,1,1,1,,,1,,,,,1,,,,,44.804595947266,-93.137100219727,-1,
R_1KmfeWhKRfBUAdx,Default Response Set,Anonymous,,,107.4.167.91,0,2016-07-24 09:06:20,2016-07-24 09:07:32,1,3,256,3,1,1,1,,,1,,,,,1,,,,,44.804595947266,-93.137100219727,-1,
R_1I4Yfxq3JqIbllX,Default Response Set,Anonymous,,,107.4.167.91,0,2016-07-24 09:11:41,2016-07-24 09:14:35,1,3,263,3,1,1,1,,,,,,,,,,,1,,44.804595947266,-93.137100219727,-1,
R_3r1IahG2Pg7akw9,Default Response Set,Anonymous,,,107.4.167.91,0,2016-07-24 09:14:36,2016-07-24 09:15:43,1,3,264,3,1,1,1,,,1,,,,,1,,,,,44.804595947266,-93.137100219727,-1,
R_D97tv1D2Dp9FSr7,Default Response Set,Anonymous,,,107.4.167.91,0,2016-07-24 09:15:44,2016-07-24 09:16:11,1,3,266,3,1,1,1,,,,,,,1,,,,,,44.804595947266,-93.137100219727,-1,
R_2YGjZgc3wIvXJFu,Default Response Set,Anonymous,,,107.4.167.91,0,2016-07-24 09:16:12,2016-07-24 09:16:59,1,3,267,3,1,3,1,,,,,,,1,,,,,,44.804595947266,-93.137100219727,-1,
R_eX6Hz2DHJpVWM0N,Default Response Set,Anonymous,,,107.4.167.91,0,2016-07-24 09:21:26,2016-07-24 09:27:45,1,3,273,3,5,1,1,,,,,,,,,,,,,44.804595947266,-93.137100219727,-1,
R_2CChvO46D56JMD1,Default Response Set,Anonymous,,,107.4.167.91,0,2016-07-24 09:27:46,2016-07-24 09:32:14,1,3,274,3,1,1,1,,,1,,,,,1,,,,,44.804595947266,-93.137100219727,-1,
R_2zJgcd7l2RCuBLG,Default Response Set,Anonymous,,,107.4.167.91,0,2016-07-24 09:32:15,2016-07-24 09:33:36,1,3,276,3,1,1,2,,,1,,,,,,,,,,44.804595947266,-93.137100219727,-1,
R_3M4l3rRba5cmAgF,Default Response Set,Anonymous,,,107.4.167.91,0,2016-07-24 09:33:37,2016-07-24 09:34:49,1,3,278,3,1,2,1,table 2,,,,,,1,,,,,,44.804595947266,-93.137100219727,-1,
R_2EavmUHJ1lGRxgG,Default Response Set,Anonymous,,,107.4.167.91,0,2016-07-24 09:36:25,2016-07-24 09:41:13,1,3,280,3,1,2,1,"Initially, baseline data were compared, and no di erences were found between groups in all baseline characteristics (TABLE 1).",,1,,,,,1,,,,,44.804595947266,-93.137100219727,-1,
R_27JSDnzX6Xom5d4,Default Response Set,Anonymous,,,107.4.167.91,0,2016-07-24 09:41:13,2016-07-24 09:44:45,1,3,281,3,1,2,1,,,,,,,1,,,,,,44.804595947266,-93.137100219727,-1,
R_ZLiEl5pGdjBQnTj,Default Response Set,Anonymous,,,107.4.167.91,0,2016-07-24 09:47:13,2016-07-24 09:48:43,1,3,284,3,1,1,1,,,1,,,,,1,,,,,44.804595947266,-93.137100219727,-1,
R_1K1KcXOM0hqCoHo,Default Response Set,Anonymous,,,107.4.167.91,0,2016-07-24 09:48:44,2016-07-24 09:49:42,1,3,285,3,1,2,1,,,,1,No significant differences in baseline characteristics were seen between groups,,,1,,,,,44.804595947266,-93.137100219727,-1,
R_2sTpxWDcMSqOnzB,Default Response Set,Anonymous,,,107.4.167.91,0,2016-07-24 09:53:18,2016-07-24 09:54:15,1,3,288,3,1,2,1,,,,,,,1,,,,,,44.804595947266,-93.137100219727,-1,
R_3G9USh6XGaLsTT3,Default Response Set,Anonymous,,,107.4.167.91,0,2016-07-24 10:05:22,2016-07-24 10:06:31,1,3,290,3,1,1,2,,,,1,"There were no signifi- cant differences in the age, height, weight, body mass index, resting heart rate, blood pressure or estimated VO2max between the two groups at baseline (Supplemental Table 1).",,,,,,,,44.804595947266,-93.137100219727,-1,
R_3LgO0CsT47zrY1S,Default Response Set,Anonymous,,,107.4.167.91,0,2016-07-24 10:06:32,2016-07-24 10:08:31,1,3,292,3,5,5,2,,,,,,,,,,,,,44.804595947266,-93.137100219727,-1,
R_2aJ0YZ9BkmDq47p,Default Response Set,Anonymous,,,107.4.167.91,0,2016-07-24 10:08:32,2016-07-24 10:09:10,1,3,294,3,5,1,2,not counterbalanced with distinct groups,,,,,,,,,,,,44.804595947266,-93.137100219727,-1,
R_2uWmn7gq9uHf6HW,Default Response Set,Anonymous,,,107.4.167.91,0,2016-07-24 10:09:11,2016-07-24 10:10:21,1,3,295,3,1,3,1,,,,1,There were no significant mean differences at pre-intervention between groups in any of the steps variables.,,,1,,,,,44.804595947266,-93.137100219727,-1,
R_Qj59B8m7gsafE6l,Default Response Set,Anonymous,,,107.4.167.91,0,2016-07-24 10:10:22,2016-07-24 10:10:55,1,3,296,3,1,1,1,The comparison between groups was P > 0.05 for all the variables.,,,,,,,,,,,1,44.804595947266,-93.137100219727,-1,
R_3PRolUFqGAbSeyO,Default Response Set,Anonymous,,,107.4.167.91,0,2016-07-24 10:10:56,2016-07-24 10:12:05,1,3,297,3,1,2,2,,,1,,,,,,,,,,44.804595947266,-93.137100219727,-1,
R_3eq9Q8EmnARNkEq,Default Response Set,Anonymous,,,107.4.167.91,0,2016-07-24 10:26:19,2016-07-24 10:27:40,1,3,300,3,1,1,2,,,1,,,,,,,,,,44.804595947266,-93.137100219727,-1,
R_BD2XrOlJlWZ3A2d,Default Response Set,Anonymous,,,107.2.100.115,0,2016-07-24 12:43:29,2016-07-24 12:47:17,1,1,517,3,5,1,2,,,,,,,,,,,,,44.97590637207,-93.216598510742,-1,
R_1P00CYYTY1Z5DGo,Default Response Set,Anonymous,,,107.2.100.115,0,2016-07-24 12:47:18,2016-07-24 12:50:24,1,1,518,3,1,2,2,,,1,,,,,,,,,,44.97590637207,-93.216598510742,-1,
R_1H5GGms9xyyCtPK,Default Response Set,Anonymous,,,107.2.100.115,0,2016-07-24 12:50:25,2016-07-24 12:54:24,1,1,519,3,1,2,1,,,,,,,1,,,,,,44.97590637207,-93.216598510742,-1,
R_2Xms2KMpA4CFRiR,Default Response Set,Anonymous,,,107.2.100.115,0,2016-07-24 12:54:25,2016-07-24 12:59:59,1,1,520,3,1,1,2,,,1,,,,,,,,,,44.97590637207,-93.216598510742,-1,
R_1HvByUz9OrUPdiV,Default Response Set,Anonymous,,,107.2.100.115,0,2016-07-24 13:07:11,2016-07-24 13:09:57,1,1,522,3,5,3,1,,,,,,,,,,,,,44.97590637207,-93.216598510742,-1,
R_a3kJNRMCJ3WG00x,Default Response Set,Anonymous,,,107.2.100.115,0,2016-07-24 13:09:59,2016-07-24 13:14:30,1,1,523,3,5,1,2,,,,,,,,,,,,,44.97590637207,-93.216598510742,-1,
R_3sv63XNvi6Q1OBK,Default Response Set,Anonymous,,,107.2.100.115,0,2016-07-24 13:14:31,2016-07-24 13:16:13,1,1,524,3,1,1,1,,,,,,,1,,,,,,44.97590637207,-93.216598510742,-1,
R_3fAxrtE36CvChnH,Default Response Set,Anonymous,,,107.2.100.115,0,2016-07-24 13:16:14,2016-07-24 13:17:48,1,1,525,3,1,2,1,,,,1,There were no significant between-group differences / at baseline.,,,1,,,,,44.97590637207,-93.216598510742,-1,
R_1eEPTpCJdTkJy2s,Default Response Set,Anonymous,,,107.2.100.115,0,2016-07-24 13:19:22,2016-07-24 13:20:56,1,1,527,3,5,1,2,,,,,,,,,,,,,44.97590637207,-93.216598510742,-1,
R_3lDmTD59V7xLHku,Default Response Set,Anonymous,,,107.2.100.115,0,2016-07-24 13:20:57,2016-07-24 13:25:36,1,1,528,3,1,1,1,Inferred that height comparison must have been baseline.,,,1,"and also found no differences in the following / anthropometric parameters: weight, height, fat mass, / and muscle mass.",,,1,,,,,44.97590637207,-93.216598510742,-1,
R_2rorSFI8iysIhN5,Default Response Set,Anonymous,,,107.2.100.115,0,2016-07-24 13:25:37,2016-07-24 13:30:30,1,1,531,3,1,2,1,,,,,,,1,,,,,,44.97590637207,-93.216598510742,-1,
R_2zGZznPzDf2NAdh,Default Response Set,Anonymous,,,107.2.100.115,0,2016-07-24 13:32:55,2016-07-24 13:38:37,1,1,533,3,1,4,1,,,,,,,1,,,,,,44.97590637207,-93.216598510742,-1,
R_10UwZtHOSl6eURE,Default Response Set,Anonymous,,,107.2.100.115,0,2016-07-24 13:38:38,2016-07-24 13:39:41,1,1,537,3,1,1,1,,,,,,,,,,,1,,44.97590637207,-93.216598510742,-1,
R_2duO2NiDsmfkrog,Default Response Set,Anonymous,,,107.2.100.115,0,2016-07-24 13:39:42,2016-07-24 13:47:46,1,1,538,3,5,1,2,,,,,,,,,,,,,44.97590637207,-93.216598510742,-1,
R_2TGiBlsORFKDocy,Default Response Set,Anonymous,,,107.2.100.115,0,2016-07-24 14:09:05,2016-07-24 14:13:57,1,1,542,3,1,1,1,,,1,,,,,1,,,,,44.97590637207,-93.216598510742,-1,
R_4JgtMmwb0N4Rkxb,Default Response Set,Anonymous,,,107.2.100.115,0,2016-07-24 14:17:49,2016-07-24 14:24:33,1,1,544,3,5,1,2,,,,,,,,,,,,,44.97590637207,-93.216598510742,-1,
R_2VmvAYQsIEDrjaZ,Default Response Set,Anonymous,,,107.2.100.115,0,2016-07-24 14:24:34,2016-07-24 14:28:24,1,1,545,3,1,2,2,,,1,,,,,,,,,,44.97590637207,-93.216598510742,-1,
R_2VrRhp67pX1m0CS,Default Response Set,Anonymous,,,107.2.100.115,0,2016-07-24 14:28:25,2016-07-24 14:32:28,1,1,546,3,5,2,2,,,,,,,,,,,,,44.97590637207,-93.216598510742,-1,
R_3DjXVwNN5TKeMAo,Default Response Set,Anonymous,,,107.2.100.115,0,2016-07-24 14:32:29,2016-07-24 14:33:21,1,1,547,3,1,1,1,,,,,,,1,,,,,,44.97590637207,-93.216598510742,-1,
R_1mQljwL4wX5Lgod,Default Response Set,Anonymous,,,107.2.100.115,0,2016-07-24 14:33:22,2016-07-24 14:39:52,1,1,549,3,5,1,2,,,,,,,,,,,,,44.97590637207,-93.216598510742,-1,
R_9MpIG2qMKrS2b3v,Default Response Set,Anonymous,,,107.2.100.115,0,2016-07-24 14:44:27,2016-07-24 14:44:33,1,1,550,3,5,7,1,,,,,,,,,,,,,44.97590637207,-93.216598510742,-1,
R_3k4BCRNSCrfkBoB,Default Response Set,Anonymous,,,107.2.100.115,0,2016-07-24 14:44:18,2016-07-24 14:46:51,1,1,553,3,5,3,2,,,,,,,,,,,,,44.97590637207,-93.216598510742,-1,
R_D1a1fr5Nzk6HY2t,Default Response Set,Anonymous,,,107.2.100.115,0,2016-07-24 14:46:52,2016-07-24 14:51:55,1,1,555,3,5,1,2,,,,,,,,,,,,,44.97590637207,-93.216598510742,-1,
R_2X6ZufX5o1bgnEY,Default Response Set,Anonymous,,,131.212.248.18,0,2016-07-24 16:41:05,2016-07-24 16:44:44,1,1,561,3,5,1,2,,,,,,,,,,,,,44.97590637207,-93.216598510742,-1,
R_1zXGjUp3EPBxteh,Default Response Set,Anonymous,,,131.212.248.18,0,2016-07-24 16:44:45,2016-07-24 16:46:29,1,1,562,3,1,2,1,,,,,,,,,,,1,,44.97590637207,-93.216598510742,-1,
